0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1.9830674697878292,0.014373262072809645,-0.33648021500540504,1.69285584293302,0.49707999836175926,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.009632835406359437,0.7526247051753513,-0.33648021500540504,-1.6467198588318266,1.9395340309059572,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.4979682786911834,-0.4777943666622181,-0.33648021500540504,-1.343122067762295,-2.243582663472217,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.3498467414685559,-0.4777943666622181,-0.33648021500540504,-0.735926485623232,-1.6666010504545379,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.2943011650100707,-0.4777943666622181,-0.33648021500540504,-0.43232869455370054,-1.9550918569633775,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.4125135456781293,-0.4777943666622181,-0.33648021500540504,-1.0395242766927635,-1.2338648406912784,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
-1.5672918377945375,-0.4777943666622181,3.967763818549767,1.3892580518634885,-0.801128630928019,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.3417668977170977,-0.4777943666622181,-0.33648021500540504,-1.0395242766927635,0.7855708048705989,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
-1.570140328894973,-0.4777943666622181,3.967763818549767,1.3892580518634885,-0.801128630928019,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
-1.8954380125646666,-0.4777943666622181,6.598135172389038,-0.735926485623232,-0.22414701791033975,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.17427562101151112,-0.4777943666622181,-0.33648021500540504,-1.0395242766927635,-1.0896194374368586,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.28717993725898283,-0.4777943666622181,-0.33648021500540504,-0.43232869455370054,-1.9550918569633775,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.27151323620658924,-0.4777943666622181,-0.33648021500540504,1.69285584293302,-1.522355647200118,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.4239075100798698,-0.4777943666622181,-0.33648021500540504,-0.735926485623232,0.3528345951073395,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
-1.5661296534255602,-0.4777943666622181,3.967763818549767,1.3892580518634885,-0.801128630928019,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
-1.8908576388751668,-0.4777943666622181,6.598135172389038,-0.735926485623232,-0.22414701791033975,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.26154351735506653,0.7526247051753513,-0.33648021500540504,-1.6467198588318266,1.9395340309059572,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.49757936091090027,0.7526247051753513,-0.33648021500540504,-0.12873090348416905,0.6413254016161791,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1.9289461388795612,0.014373262072809645,-0.33648021500540504,1.69285584293302,0.49707999836175926,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.5839927099243251,-0.4777943666622181,-0.33648021500540504,-1.0395242766927635,-0.22414701791033975,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.37281545071184097,-0.4777943666622181,-0.33648021500540504,-1.0395242766927635,0.7855708048705989,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.8511811751451418,-0.4777943666622181,0.8591431276488093,-1.343122067762295,-2.0993372602177973,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.8768175950490581,-0.4777943666622181,0.6200184591179665,-1.343122067762295,-2.0993372602177973,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.1874827487437526,-0.4777943666622181,-0.33648021500540504,-1.6467198588318266,-1.6666010504545379,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.26011927180484873,0.014373262072809645,-0.33648021500540504,-1.0395242766927635,-0.22414701791033975,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.7771204065338279,-0.4777943666622181,-0.33648021500540504,-1.0395242766927635,0.7855708048705989,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
-1.0277876233721208,-0.4777943666622181,-0.33648021500540504,-1.343122067762295,-1.2338648406912784,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
0.28251828282804664,0.7526247051753513,-0.575604883536248,1.69285584293302,1.6510432243971178,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.06033597699410516,0.7526247051753513,-0.33648021500540504,-1.343122067762295,-2.0993372602177973,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.253953614072883,0.7526247051753513,-0.575604883536248,1.3892580518634885,1.6510432243971178,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.8511811751451418,-0.4777943666622181,0.8591431276488093,-1.343122067762295,-2.0993372602177973,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.8790963879294061,-0.4777943666622181,0.6200184591179665,-1.343122067762295,-2.0993372602177973,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.856707247879986,-0.4777943666622181,0.1417691220562807,-1.343122067762295,-1.9550918569633775,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
